YEAR;TMAX;TMIN;TMED
1995;28.6;13.5;21.1
1995;23.2;13.2;18.2
1995;21.4;7.7;14.6
1995;24.5;13.2;18.9
1995;22.5;15.2;18.9
1995;22;11.6;16.8
1995;23;6;14.5
1995;26.5;14;20.3
1995;22.4;10.5;16.5
1995;28;12.9;20.5
1995;31.5;11.8;21.7
1995;26.3;18.2;22.3
1995;26.5;14.3;20.4
1995;21.4;9.4;15.4
1995;23.5;11;17.3
1995;22.4;9.6;16
1995;26.5;10.6;18.6
1995;27.1;16.2;21.7
1995;18.6;6.3;12.5
1995;15;4.3;9.7
1995;18.2;10.5;14.4
1995;19.2;10;14.6
1995;21.6;8;14.8
1995;24.9;11.1;18
1995;26.5;14.9;20.7
1995;23.5;16;19.8
1995;23;13.4;18.2
1995;20.6;16.7;18.7
1995;19;16.6;17.8
1995;16.6;12;14.3
1995;12;9;10.5
1995;15.5;7.3;11.4
1995;19.8;4.1;12
1995;19.6;7.2;13.4
1995;20.2;10;15.1
1995;22;12.2;17.1
1995;23;11;17
1995;22.5;11.3;16.9
1995;25.8;8.6;17.2
1995;18;9;13.5
1995;12.5;6.8;9.7
1995;14.3;6.7;10.5
1995;18;8;13
1995;20;9;14.5
1995;25;4.6;14.8
1995;23;9.3;16.2
1995;14.3;10.7;12.5
1995;18.2;10.7;14.5
1995;16.7;13.8;15.3
1995;20.5;8.4;14.5
1995;21.6;9.2;15.4
1995;15.9;9;12.5
1995;18;6.5;12.3
1995;22.1;8;15.1
1995;17.7;10;13.9
1995;15;5.3;10.2
1995;15;6;10.5
1995;19.5;5;12.3
1995;26.1;11.5;18.8
1995;19.5;10.2;14.9
1995;17;2.3;9.7
1995;19.5;5.5;12.5
1995;17.5;2.3;9.9
1995;16.8;9.4;13.1
1995;18;9.4;13.7
1995;18.5;12.7;15.6
1995;16.5;13.4;15
1995;13.6;6.7;10.2
1995;15;3.9;9.5
1995;15.5;2.6;9.1
1995;17.5;3;10.3
1995;19.6;6.5;13.1
1995;14.3;3.6;9
1995;16.7;2.2;9.5
1995;15.8;4.8;10.3
1995;14;3;8.5
1995;12.3;4.4;8.4
1995;16.5;7.2;11.9
1995;17.8;8;12.9
1995;16.5;10.7;13.6
1995;13.3;7.7;10.5
1995;12.5;3.5;8
1995;17;7.4;12.2
1995;17.4;3.9;10.7
1995;14;4;9
1995;17.2;6;11.6
1995;17.4;11.2;14.3
1995;12.7;6.4;9.6
1995;10.8;1.3;6.1
1995;14.5;-1.8;6.4
1995;16.5;3.3;9.9
1995;14;3.9;8.9
1995;12.3;1.4;6.9
1995;13;6;9.5
1995;8.1;1.3;4.7
1995;10.5;-1.3;4.6
1995;11;-1.3;4.9
1995;10;0.2;5.1
1995;8;0.5;4.3
1995;10;4.6;7.3
1995;11;1.6;6.3
1995;11.5;2.9;7.2
1995;14;4;9
1995;18.1;7.7;12.9
1995;14.6;10.2;12.4
1995;11.5;2.5;7
1995;7.1;-0.5;3.3
1995;10.6;3.5;7.1
1995;12.4;2.6;7.5
1995;6;-0.8;2.6
1995;8.1;-3.7;2.2
1995;8;-1.8;3.1
1995;18;1.5;9.8
1995;12.6;1;9.3
1995;12.9;1.8;7.4
1995;13.6;1.5;7.6
1995;14.1;4.1;9.1
1995;14.5;0.3;7.4
1995;14.6;-1;6.8
1995;19.9;3;11.5
1995;18.1;6.8;12.5
1995;12;-2.7;4.7
1995;12.5;6;9.3
1995;9.5;1.5;5.5
1995;10.2;0.6;5.4
1995;8.8;2.1;5.5
1995;8;1.5;4.8
1995;11;-3.5;3.8
1995;9;-4;2.5
1995;9.6;-2.8;3.4
1995;11.9;-2.1;4.9
1995;14.5;-0.1;7.2
1995;14.6;-0.7;7
1995;14.4;0.7;7.6
1995;15;3.1;9.1
1995;16;10.2;13.1
1995;17.5;4.7;11.1
1995;15.6;-0.4;7.6
1995;17.3;1.1;9.2
1995;18;0.1;9.1
1995;10.6;1.3;6
1995;8.4;-2;3.2
1995;11.5;-5.7;2.9
1995;14.5;-1.6;6.5
1995;15.3;-0.4;7.5
1995;6.6;-0.6;3
1995;10.6;-1;4.8
1995;15;-0.6;7.2
1995;16.6;0.6;8.6
1995;15.3;1.5;8.4
1995;18;-0.6;8.7
1995;11;0;5.5
1995;15;-1.3;6.9
1995;13.2;0;6.6
1995;12.3;-1;5.7
1995;14.5;9;11.8
1995;10.6;4.6;7.6
1995;8.6;5.2;6.9
1995;9.4;3.7;6.6
1995;11.2;0.7;6
1995;10.6;4.3;7.5
1995;13.2;-0.6;6.3
1995;15.4;1;8.2
1995;15;1.5;8.3
1995;22;-0.3;10.9
1995;18;9.1;13.6
1995;16;8;12
1995;18.2;5.5;11.9
1995;18;9.6;13.8
1995;17;10;13.5
1995;21.6;4.8;13.2
1995;19.6;8.8;14.2
1995;12.2;4;8.1
1995;20;3;11.5
1995;16.2;4.7;10.5
1995;13.4;-0.6;6.4
1995;16.4;0.5;8.5
1995;17.5;6.5;12
1995;25;8.7;16.9
1995;29.7;12;20.9
1995;13;7;10
1995;21;3.3;12.2
1995;13;15;7.3
1995;22.4;4.5;13.5
1995;12.5;3.8;8.2
1995;12;-1.2;5.4
1995;14;-1.4;6.3
1995;16.5;6.5;11.5
1995;25;5;15
1995;27;10;18.5
1995;23.2;14;18.6
1995;14.2;5;9.6
1995;10.5;2.5;6.5
1995;16.5;0.2;8.4
1995;17.5;0;8.8
1995;16.5;8;12.3
1995;21;6;13.5
1995;22.5;6.5;14.5
1995;17.7;9.6;13.7
1995;18.5;4.4;11.5
1995;16.6;2;9.3
1995;19;1.5;10.3
1995;17;3.6;10.3
1995;16.5;7;11.5
1995;17;8.8;12.9
1995;18;10.1;14.1
1995;15;12.9;13.9
1995;18.5;13;15.8
1995;21;9;15
1995;25;9;17
1995;19.5;11;15.3
1995;20;7;13.5
1995;15;7.6;11.3
1995;16.5;8;12.3
1995;19;6.5;12.8
1995;17.6;9.8;13.7
1995;9.8;6.4;8.1
1995;19.3;4.4;11.9
1995;15.8;5;10.4
1995;14;4;9
1995;17;5;11
1995;19.6;3.6;11.6
1995;25;9.1;17.1
1995;22;9.4;15.7
1995;25;6;15.5
1995;25.5;12.5;19
1995;24.1;8.7;16.4
1995;27.6;10.6;19.1
1995;22.4;9.6;16
1995;13.4;4.5;9
1995;16.6;1.7;9.2
1995;13.6;5.5;9.6
1995;17.5;1.6;9.6
1995;22;3.7;12.9
1995;26;8.8;17.4
1995;29.5;12;20.8
1995;30.6;15.2;22.9
1995;25;15.4;20.2
1995;26.4;15;20.7
1995;18.6;15;16.8
1995;20.4;12.9;16.7
1995;27.3;12;19.7
1995;18;10.7;14.4
1995;19.7;9.8;14.8
1995;23.8;8.1;15.9
1995;15.6;9.6;12.6
1995;16;7;11.5
1995;22.5;7.4;14.9
1995;25.5;12.5;19
1995;24;11.3;17.6
1995;18;13;15.5
1995;19.5;9;14.3
1995;20;4.5;12.3
1995;22.5;11.5;17
1995;24;12.6;18.3
1995;19.6;13.4;16.5
1995;24.6;6.2;15.4
1995;27.6;9.2;18.4
1995;27.2;13.2;20.2
1995;24.5;12.2;18.4
1995;17.6;11.2;14.4
1995;19.5;4.9;12.2
1995;23;8.3;15.6
1995;29.5;9.7;17.6
1995;26;13.7;19.9
1995;26.5;9.9;18.2
1995;28;12;20
1995;29;11.5;20.3
1995;31.2;15.5;23.4
1995;31;11.8;21.4
1995;31.5;17.3;24.4
1995;22;10;16
1995;19;7.5;13.3
1995;22;7;14.5
1995;27.6;11.6;19.6
1995;20;9.7;14.9
1995;30.5;7.7;19.1
1995;19;12;15.5
1995;28;6.7;17.4
1995;31.5;13.1;22.3
1995;25.5;12;18.8
1995;31.5;7;19.3
1995;31.4;11.8;21.4
1995;26.2;8.6;17.4
1995;30;17.3;21.2
1995;25;14.8;19.9
1995;20.6;12.5;16.6
1995;24.5;11.5;18
1995;27.2;16.7;22
1995;28;14;21
1995;29;13.7;21.4
1995;30;15.6;22.8
1995;32;14.5;23.3
1995;32.5;16.2;24.4
1995;30;17;23.5
1995;29;17;23
1996;30;16.7;23.4
1996;31.6;16.6;24.1
1996;35.1;19.7;27.4
1996;26.4;17.7;22.1
1996;24.7;14.2;19.5
1996;28.2;10.6;19.4
1996;30.6;14.6;22.6
1996;25.8;16.4;21.1
1996;29;14.2;21.6
1996;34;16.3;25.2
1996;27.5;15.6;21.6
1996;26;12;19
1996;20;12.6;16.3
1996;23.5;6;14.8
1996;24;12.3;18.1
1996;26.3;13.3;19.8
1996;24.6;16.4;20.5
1996;27;12.7;19.9
1996;28.6;13.8;21.2
1996;26.4;15.4;20.9
1996;27.7;16.9;22.3
1996;30;16.8;23.4
1996;23.5;10.7;17.1
1996;28.6;10.4;19.5
1996;29.1;17.6;23.4
1996;26;13;19.5
1996;27.4;9;18.2
1996;30;7.5;18.8
1996;34.5;14.2;24.4
1996;23.6;13.7;18.6
1996;21.2;13.9;17.5
1996;21.6;7.6;14.6
1996;25;9.4;17.2
1996;28.6;15.8;22.2
1996;29.6;10.5;20
1996;21.4;12;16.7
1996;21.5;5.3;13.4
1996;27.5;12.8;20.1
1996;25.5;10.7;18.1
1996;25.1;9.8;17.5
1996;16;11;13.5
1996;16;7;11.5
1996;26;8.7;17.4
1996;29.6;10.7;20.1
1996;30.5;13.6;22
1996;31.1;14.5;22.8
1996;33;16.4;24.7
1996;31.8;19.2;25.5
1996;28.8;18.6;23.7
1996;30.5;19.9;25.2
1996;23.6;14;18.8
1996;28.6;9.6;19.1
1996;26.5;16.9;21.7
1996;23;14.4;18.7
1996;22.5;7.5;15
1996;27;12.5;19.8
1996;31.7;15.2;23.5
1996;23.5;12.1;17.8
1996;26.3;16.6;21.5
1996;20.1;10.8;15.5
1996;22.6;5.8;14.2
1996;26;11.5;18.8
1996;26.7;12;19.4
1996;25;14;19.5
1996;26;15;20.5
1996;27;16.5;21.8
1996;28.5;16.6;22.5
1996;31.4;15;23.2
1996;22;11.5;16.8
1996;27.5;12;19.8
1996;29.9;19.6;24.8
1996;25.8;16.7;21.3
1996;26.6;13;19.8
1996;26.4;14;20.2
1996;25;15;20
1996;27.6;16;21.8
1996;30.8;11.9;21.3
1996;31;17.4;24.2
1996;25;18.4;21.7
1996;28;17;22.5
1996;24.5;18;21.3
1996;18;13.6;15.8
1996;19;10.5;14.8
1996;18.5;9.5;14
1996;26.6;6.5;16.5
1996;20;8.5;14.3
1996;24.9;6.2;15.5
1996;30.3;10.3;20.3
1996;30.9;18.1;24.5
1996;25;13.6;19.3
1996;25.6;14;19.8
1996;28.5;11.5;20
1996;24;12.4;18.2
1996;16;8.6;12.3
1996;21.4;9.6;15.5
1996;22.4;11.6;17
1996;21;9.6;15.3
1996;19.6;5;12.3
1996;23;12.5;17.8
1996;18.6;11;14.8
1996;18.6;6.2;12.4
1996;22;10.5;16.3
1996;19.4;10.4;14.9
1996;18.2;6.5;12.4
1996;17.2;12;14.6
1996;15.2;10;12.6
1996;13;7;10
1996;13.5;5.7;9.6
1996;16.6;3.8;10.2
1996;18.6;6.8;12.7
1996;20;6;13
1996;18.5;11.5;15
1996;21.6;11.4;16.5
1996;20;9.6;14.8
1996;21.4;11.6;16.5
1996;16.5;9.9;13.2
1996;17.9;5.3;11.6
1996;19;6;12.5
1996;21.7;10.6;16.2
1996;21.5;12.2;16.9
1996;21.5;15.4;18.5
1996;20;12.5;16.3
1996;18.5;12.7;15.6
1996;17;14.3;15.7
1996;24.5;14.5;19.5
1996;21.5;9;15.3
1996;24.4;14;19.2
1996;21.6;12.8;17.2
1996;18.3;5.6;12
1996;22.7;7.2;15
1996;17.3;5.5;11.4
1996;22.3;8;15.2
1996;19.8;12.8;16.3
1996;19;10.7;14.9
1996;16;8;12
1996;13.5;8;10.8
1996;14;8;11
1996;16.6;8.5;12.6
1996;18.6;6;12.3
1996;13.5;6;9.8
1996;15;4.7;9.9
1996;16;1.6;8.8
1996;14.4;1.9;8.2
1996;14.7;3.2;9
1996;13.3;1.8;7.6
1996;12;1.6;6.8
1996;16;1;8.5
1996;15.5;-0.2;7.7
1996;14;8;11
1996;14;7.5;10.8
1996;12;4.5;8.3
1996;12.7;0.5;6.6
1996;13.5;1;7.3
1996;16;3;9.5
1996;15.5;1.8;8.6
1996;14.8;2.2;8.5
1996;14;1.3;7.7
1996;15.5;3.5;9.5
1996;13.3;2.7;8
1996;11.6;1.5;6.6
1996;17.6;5.3;11.5
1996;20;7.5;13.8
1996;19.5;11.6;15.6
1996;21.2;14.6;17.9
1996;14.6;10.4;12.5
1996;10.4;9.5;9.9
1996;10.3;3.6;6.9
1996;10.5;0;5.3
1996;9.9;-1;4.4
1996;7.4;1.9;4.7
1996;8;-1;3.5
1996;11.5;-0.8;5.3
1996;14.2;1.2;7.7
1996;11.3;0.2;5.8
1996;8.8;-0.2;4.3
1996;10.6;-1.8;4.4
1996;8.5;2;5.3
1996;8;0.5;4.3
1996;7;0.5;3.8
1996;6.5;0.1;3.3
1996;9.6;-2.5;3.6
1996;9.6;-1.6;4
1996;9;-0.7;4.2
1996;13.4;2.7;8.1
1996;8.7;2.1;5.4
1996;7.5;-1;3.3
1996;10;-1.4;4.3
1996;11;2;6.5
1996;12.6;3.4;8
1996;11.5;6.3;8.9
1996;9;7.3;8.1
1996;10.2;7.8;9
1996;12.5;3.7;8.1
1996;10.2;3;6.6
1996;9;1.5;5.3
1996;9;1.5;5.3
1996;9;-1;4
1996;8.5;-1;3.8
1996;7.8;2.3;5.1
1996;12.5;0.6;6.6
1996;15.6;1.3;8.4
1996;9.8;4.8;7.3
1996;10.8;1;5.9
1996;11.5;-1.3;5.1
1996;12.5;0.8;6.7
1996;15;2.3;8.6
1996;9.1;3;6.1
1996;10.5;-2.9;3.8
1996;14;3.5;8.8
1996;15.4;1.2;8.3
1996;20.7;5.5;13.1
1996;20.3;7.3;13.8
1996;19.4;6.7;13
1996;14.6;5;9.8
1996;10;3.9;6.9
1996;10.1;7.5;8.8
1996;8.4;5.4;6.9
1996;9.4;5.3;7.3
1996;10.6;6.2;8.4
1996;12.5;2.9;7.7
1996;8.6;4;6.3
1996;12.7;5;8.9
1996;16.6;3;9.8
1996;16;6.5;11.3
1996;16.2;0.9;8.6
1996;16.3;7.6;11.9
1996;15;4.2;9.6
1996;18.1;1.8;9.9
1996;21.1;4.9;13
1996;20.6;6.5;13.6
1996;23.1;8.5;15.8
1996;23;9.5;16.3
1996;16.4;10;13.2
1996;20.6;7.4;14
1996;22;5.3;13.6
1996;26.8;10.8;18.8
1996;26.5;10;18.3
1996;13;6;9.5
1996;13.3;0.4;6.8
1996;15.1;1;8.1
1996;19.3;0.7;10
1996;21.7;1.2;11.5
1996;19.9;5.9;12.9
1996;17;6;11.5
1996;17.5;2;9.8
1996;13.5;-0.4;6.6
1996;11.7;1.8;6.8
1996;9.6;-1;4.3
1996;9;-1;4
1996;16;-1;7.5
1996;12.3;5.5;8.9
1996;10;1.5;5.8
1996;14.6;0.6;7.6
1996;22.5;2.6;12.6
1996;21.6;7.8;14.7
1996;22;6.2;14.1
1996;24.9;8.4;16.6
1996;16.3;6;11.1
1996;13.6;5.1;9.4
1996;14.9;1;7.9
1996;16;2.7;9.4
1996;17.6;5.7;11.6
1996;22.6;8.8;15.7
1996;22;13.2;17.6
1996;20.6;11;15.8
1996;20.6;3.5;12.1
1996;16.6;7.2;11.9
1996;13.4;4.7;9
1996;15.6;1.3;8.4
1996;15;6.7;10.9
1996;15.6;8.8;12.2
1996;18.9;4.6;11.8
1996;24;9.1;16.5
1996;24.5;9.7;17.1
1996;22;12.8;17.4
1996;25;12.5;18.8
1996;19.5;12.2;15.9
1996;18;13.2;15.6
1996;16.5;9.2;12.9
1996;19.2;6;12.6
1996;25.1;5.2;15.1
1996;25.4;13.4;19.4
1996;23.7;9.7;16.7
1996;15.6;13;14.3
1996;19.5;13.1;16.3
1996;16.6;12.7;14.6
1996;21.2;7.4;14.3
1996;17.5;8.6;13.1
1996;22.5;7.6;15.1
1996;18.4;10.4;14.4
1996;21.4;7.2;14.3
1996;22.6;7.3;15
1996;15;5;10
1996;14;2;8
1996;14.5;1;7.8
1996;16;1.4;8.7
1996;18.5;9;13.8
1996;18.6;9;13.8
1996;22.4;13;17.7
1996;25.6;13.5;19.5
1996;20.6;9.1;14.9
1996;20.2;8.9;14.6
1996;16;9.8;12.9
1996;18;6.3;12.1
1996;14.5;5.8;10.1
1996;22.5;12.8;17.6
1996;19.6;10;14.8
1996;16.5;7.5;13.5
1996;20;2.4;11.2
1996;24.5;11.2;17.9
1996;21.4;12.5;17
1996;16.6;10;13.3
1996;15.7;6.3;11
1996;17.4;11;14.2
1996;20;9;14.5
1996;26;10.5;18.3
1996;26;9.7;17.9
1996;27.2;12.3;19.8
1996;22.5;10.2;16.4
1996;15;8.3;11.6
1996;21.5;12;16.8
1996;28.6;10;19.3
1996;28.4;15.8;22.1
1996;25.6;12.7;19.1
1996;28.6;11.3;20
1996;27.5;17.5;22.5
1996;22.7;8.5;15.6
1996;19;6;12.5
1996;22.6;6;14.3
1996;26.5;10.7;18.6
1996;26.6;12.6;19.6
1996;28;12.8;20.4
1996;31.3;17;24.1
1996;26;14;20
1996;21.5;9.5;15.5
1996;27;10;18.5
1996;30;16;23
1996;25.3;11.8;18.5
1996;23.1;15;19
1996;20.4;12.4;16.4
1996;19.4;13.2;16.3
1996;18.6;10.6;14.6
1996;20.7;12.4;16.5
1996;23.4;14;18.7
1996;22;16.3;19.1
1996;22;14.9;18.5
1996;20;12;16
1996;25.5;7.9;16.7
1996;28;14;21
1996;31.5;16.4;24
1996;25.5;11.2;18.4
1996;23.5;10.7;17.1
1996;22.4;12.4;17.4
1996;23.5;10.3;16.9
1996;23.8;11.7;17.8
1996;26.6;8.3;17.5
1996;30.6;14.6;22.6
1996;33.2;16;24.6
1996;32;16.6;24.3
1996;29.5;18;23.8
1996;25;11.1;18
1996;22.5;15;18.8
1996;26.5;13;19.8
1996;22.5;13;17.8
1996;29.2;10.7;20
1996;20.2;13.6;16.9
1997;25;7.6;16.3
1997;31;13.9;22.5
1997;32.5;17.5;25
1997;25.7;10.6;18.2
1997;30.3;10.3;20.3
1997;26.3;14.7;20.5
1997;23;15.6;19.3
1997;28;14.3;21.1
1997;28.5;10.2;19.4
1997;29;17.2;23.1
1997;32;18.4;25.2
1997;31.5;17.4;24.5
1997;29.6;15.6;22.6
1997;28.6;18.6;23.6
1997;30.3;18.9;24.6
1997;30.7;18.5;24.6
1997;29.2;20.8;25
1997;27.8;17.4;22.6
1997;24.6;17;20.8
1997;30.9;12.9;21.9
1997;26.3;14.2;20.3
1997;26.7;11;18.9
1997;30.5;17.7;24.1
1997;31.3;18.6;25
1997;28;18.2;23.1
1997;29.9;18.7;24.3
1997;31.6;17.9;24.8
1997;29.7;21.4;25.5
1997;24.7;18.5;21.6
1997;28.7;14.1;21.4
1997;28.8;13.3;21
1997;30.6;13.6;22.1
1997;20;12;16
1997;25;8.6;16.8
1997;21;13;17
1997;18.5;9.5;14
1997;20.5;6;13.3
1997;24;10;17
1997;24;16.2;20.1
1997;31;18.5;24.8
1997;20;12.6;16.3
1997;21.4;9;15.2
1997;23;10.4;16.7
1997;26;15.8;20.9
1997;29.1;17.2;23.2
1997;28.6;16.9;22.8
1997;29.5;17.6;23.5
1997;25.5;15;20.3
1997;28.5;15;21.8
1997;18;12;15
1997;18;9;13.5
1997;24;6.4;15.2
1997;27.5;14;20.8
1997;25;7.5;16.3
1997;29;12;20.5
1997;28.6;16.6;22.6
1997;24;11.8;17.9
1997;25;9.6;17.3
1997;25.5;13;19.3
1997;26.4;15.2;20.8
1997;24;11.6;17.8
1997;24;10.5;17.3
1997;23.5;9.5;16.5
1997;25;10.6;17.8
1997;23.5;14;18.8
1997;29.5;16.5;23
1997;23.6;13;18.3
1997;21;10.5;15.8
1997;24;14.6;19.3
1997;25.4;18;21.7
1997;20.6;14;17.3
1997;19.7;8.5;14.1
1997;19.4;7;13.2
1997;22.4;6.6;14.5
1997;20.3;11.5;15.9
1997;19.5;13.5;16.5
1997;20.5;13.9;17.2
1997;25;15.3;20.1
1997;24.5;15.3;19.9
1997;21;11.5;16.3
1997;22.5;10;16.3
1997;17.5;9.6;13.6
1997;21;5.5;13.3
1997;27.5;9.4;18.5
1997;29;12.2;20.6
1997;31;13.3;22.1
1997;32;14;23
1997;33.6;15.6;24.6
1997;28.5;14.5;21.5
1997;20.5;6;13.3
1997;26;6.3;16.1
1997;23;13;18
1997;17;6;11.5
1997;15;7.5;11.3
1997;18.6;6.4;12.5
1997;19;1.5;10.3
1997;25;5.1;15.1
1997;26.6;10.3;18.5
1997;25.7;13.1;19.4
1997;19.3;11.6;15.4
1997;22.3;5.2;13.8
1997;25.6;9.6;17.6
1997;28.6;13;20.8
1997;30;8.3;19.1
1997;24;17;20.5
1997;20.8;13.4;17.1
1997;25;14;19.5
1997;19.7;12.4;16
1997;20;12;16
1997;16.5;5;10.8
1997;19.3;7.2;13.3
1997;21.7;9.4;15.6
1997;24;13.1;18.5
1997;20.6;13.1;16.9
1997;15.5;10.6;13.1
1997;20.6;7;13.8
1997;17;8;12.5
1997;18.6;7.4;13
1997;21.5;9.2;15.4
1997;19;11.8;15.4
1997;22.5;12.4;17.5
1997;15.6;6.9;11.3
1997;16;3.5;9.8
1997;18;0.5;9.3
1997;23.6;8.5;16
1997;27.3;14.2;20.8
1997;27.5;14.8;21.1
1997;21.6;11.3;16.5
1997;18;9.5;13.8
1997;23.6;11.9;17.8
1997;26;13.9;20
1997;23.6;11.5;17.5
1997;25;13.7;19.4
1997;20.6;12.3;16.5
1997;21.5;11.9;16.7
1997;21.6;12.8;17.2
1997;26;15.5;20.8
1997;19.5;16.5;18
1997;17;12.2;14.6
1997;17;3.8;10.4
1997;13;10.3;11.6
1997;10.3;5.4;7.9
1997;10.5;2.9;6.7
1997;9;1.5;5.3
1997;11.2;1;6.1
1997;11;2;6.5
1997;13;5.2;9.1
1997;11.5;8;9.8
1997;14.5;7;10.8
1997;16;9.7;12.9
1997;16.5;9;12.8
1997;17.5;3.5;10.5
1997;17;9.5;13.3
1997;18.5;11.5;15
1997;16.6;11.7;14.1
1997;15.1;12.3;13.7
1997;12.3;6;9.1
1997;11.5;7.5;9.5
1997;13.1;1.6;7.4
1997;16.5;5.5;11
1997;14;6.7;10.4
1997;15;9.3;12.1
1997;12.5;9.3;10.9
1997;14.5;9.5;12
1997;14;8.3;11.1
1997;11.5;9;10.3
1997;11.6;9.1;10.4
1997;14.7;5.4;10.1
1997;11.1;7;9.1
1997;14;7.6;10.8
1997;13.6;9.2;11.4
1997;13.1;6.8;10
1997;16.6;5;10.8
1997;11.5;6;8.8
1997;14;4.1;9.1
1997;9;1.5;5.3
1997;6;0.3;3.2
1997;5.6;0.1;2.8
1997;7.5;-2.5;2.5
1997;10.5;0;5.3
1997;14.2;0.2;7.2
1997;16.6;1.2;8.9
1997;10.5;3.4;6.9
1997;11;0.2;5.6
1997;8;1;4.5
1997;10.6;2;6.3
1997;10.7;3;6.8
1997;10.5;0.6;5.6
1997;10.5;6.3;8.4
1997;11.2;9;10.3
1997;12.5;7.4;9.9
1997;12.5;4.4;8.4
1997;9.5;3;6.3
1997;12;9;10.5
1997;17.2;5;11.1
1997;10.2;4;7.1
1997;10;1.5;5.8
1997;7.7;0.2;3.9
1997;8.5;-3.8;2.3
1997;10;-1.7;4.2
1997;11.6;-2.8;4.4
1997;14;5.5;9.8
1997;13.6;8.2;10.9
1997;14;4;9
1997;19;6.2;12.6
1997;18.6;10.9;14.8
1997;22;13;17.5
1997;21.6;14.4;18
1997;22;16.2;19.1
1997;23.3;10.2;16.8
1997;15;11.3;13.1
1997;15.5;8.1;11.8
1997;9.6;2.4;6
1997;12.5;2.6;7.6
1997;10.6;-0.4;5.1
1997;7;-1.2;2.9
1997;6.5;-3.8;1.4
1997;9;0;4.5
1997;10.5;-1.8;4.3
1997;12.5;-1;5.8
1997;16.5;4.5;10.5
1997;21;8;14.5
1997;18.4;8.9;13.6
1997;18.5;-0.5;9
1997;20;7.5;13.8
1997;15;8.1;11.6
1997;12;6.3;9.1
1997;10.6;5;7.8
1997;17.8;10.1;13.9
1997;13;8.6;10.8
1997;15;6;10.5
1997;8.6;1.2;4.9
1997;9.5;-2.5;3.5
1997;10;3.5;6.8
1997;13.5;3.5;8.5
1997;15.6;5;10.3
1997;20.5;9.6;15.1
1997;24.1;8.6;16.4
1997;21;9.5;15.3
1997;26;8.7;17.4
1997;27.6;15.2;21.4
1997;15.2;10.2;12.7
1997;11.6;6;8.8
1997;12.5;5.4;8.9
1997;13;0.7;6.8
1997;11.5;6;8.8
1997;12.5;9.8;11.1
1997;14.5;6.4;10.4
1997;8;2.5;5.3
1997;16.5;6;11.3
1997;15;8.6;11.8
1997;11;5.2;8.1
1997;9.3;1.8;5.6
1997;11.3;-2.3;4.5
1997;17;6.2;11.6
1997;16;1.7;8.9
1997;15.7;2.6;9.1
1997;16.5;0;8.3
1997;21.5;5.2;13.4
1997;11.5;4.7;8.1
1997;13.5;0.3;6.9
1997;15.5;-0.6;7.4
1997;16.5;7;11.8
1997;18;6;12
1997;14.5;10.8;12.6
1997;17.2;7.9;12.6
1997;14.2;6.3;10.3
1997;14.6;2.2;8.4
1997;17.3;-0.2;8.5
1997;14.8;7;10.9
1997;21.5;8;14.8
1997;21.7;3.3;12.5
1997;17.8;5.4;11.6
1997;18;7.5;12.8
1997;16.3;6.2;11.3
1997;12.8;9.8;11.3
1997;15.6;7;11.3
1997;15.6;7.7;11.6
1997;16;7.2;11.6
1997;21.5;4.7;13.1
1997;22.1;8.3;15.2
1997;21.5;11.6;16.5
1997;23;9.2;16.1
1997;23;10;16.5
1997;13.5;9;11.3
1997;11;6;8.5
1997;14.5;9.2;11.9
1997;13;8.4;10.7
1997;10.3;7;8.6
1997;15.5;0.5;8
1997;18;6;12
1997;23.5;10;16.8
1997;23;10.6;16.8
1997;23;13;18
1997;24;13.5;18.8
1997;23.6;13.4;18.5
1997;26.3;9.5;17.9
1997;20.3;7.7;14
1997;18.6;3;10.8
1997;21;12.1;16.5
1997;15;8;11.5
1997;16.5;4.5;10.5
1997;16.3;3.5;9.9
1997;19;5.1;12.1
1997;19;6.5;12.8
1997;18.5;10.6;14.6
1997;17;9.2;13.1
1997;19.8;9;14.4
1997;19.5;11.5;15.5
1997;25.5;13.9;19.7
1997;25.7;9.1;17.4
1997;20.3;14.9;17.6
1997;25;12;18.5
1997;24;13.3;18.6
1997;23.4;12.2;17.8
1997;22;11.9;17
1997;18.5;8.5;13.5
1997;20.6;9;14.8
1997;24.5;8;16.3
1997;18;8.6;13.3
1997;18;5.7;11.9
1997;19.5;5.6;12.6
1997;22.4;9.8;16.1
1997;25.6;14.4;20
1997;19;12.1;15.6
1997;25;7;16
1997;22.5;9.5;16
1997;18.6;4.6;11.6
1997;16.5;8.9;12.7
1997;25.5;12.6;19
1997;21.5;10.1;15.8
1997;25;9.3;17.1
1997;20;7.5;13.8
1997;24;12;18
1997;23.7;9.4;16.5
1997;15.7;11.6;13.6
1997;20.5;8.4;14.4
1997;17.2;10.4;13.8
1997;21.4;9.9;15.6
1997;28.1;11.5;19.8
1997;24.5;9;16.8
1997;30;13.5;21.8
1997;19;12.9;15.9
1997;25;12.9;19
1997;27.6;15;21.3
1997;20;13.4;16.7
1997;19;14.2;16.6
1997;20;13;16.5
1997;19.6;9.3;14.5
1997;18;6.9;12.4
1997;21.5;7.4;14.4
1997;22;10.6;16.3
1997;27.5;14.3;20.9
1997;21;13.4;17.2
1997;20.6;5.5;13.1
1997;19.5;11.1;15.3
1997;25;9.4;17.2
1997;26.5;12.5;19.5
1997;29.6;16.5;23
1997;30.5;18;24.3
1997;25;11;18
1997;25;9;17
